0.0350554,0.0399171,0.0479645,0.0524956,0.046662,0.0363558,0.0270871,0.0224233,0.0245259,0.0386105,0.0433777,0.0341314
0.0425448,0.0227333,0.0403839,0.0394485,0.0377147,0.0305548,0.0186414,0.0143954,0.0313626,0.0268135,0.0258402,0.0154789
0.0549796,0.0285419,0.0277726,0.0392223,0.0335966,0.0334955,0.0335331,0.0318963,0.0242422,0.0398096,0.0366838,0.0306104
0.0477292,0.0425113,0.0235098,0.0212082,0.030959,0.028702,0.0242849,0.0272748,0.0240143,0.0319422,0.0357777,0.0279041
0.0389459,0.0421675,0.0235817,0.0222699,0.0334673,0.0364669,0.0417317,0.0290016,0.0170436,0.0288339,0.0269805,0.0265462
0.0317178,0.0443329,0.0328713,0.0370314,0.0419612,0.0221766,0.0292759,0.0263324,0.0276757,0.0251264,0.0211401,0.0139335
0.0498856,0.0325092,0.0303664,0.0277029,0.0302604,0.0359961,0.0297047,0.0209062,0.0208237,0.0279597,0.0263205,0.0197532
0.0410832,0.0307457,0.0225893,0.023678,0.0283395,0.0308138,0.021141,0.0205662,0.0169406,0.0186081,0.0240626,0.0198146
0.0412835,0.0346111,0.0212923,0.0165755,0.024501,0.025446,0.0134815,0.0154842,0.0191283,0.0251538,0.0288691,0.0262717
0.0274778,0.0235296,0.0143714,0.0130503,0.0203621,0.0259001,0.0252071,0.0231316,0.020416,0.0241584,0.0213479,0.0147459
0.0220556,0.015636,0.0187676,0.0158887,0.0218677,0.0287506,0.025894,0.0264237,0.0258791,0.0281084,0.019527,0.0195145
0.0135487,0.0189199,0.0239097,0.0237683,0.0200895,0.0200576,0.0218969,0.0308997,0.025294,0.0204742,0.0223172,0.0215002
0.0255817,0.0326145,0.0229257,0.0186747,0.0243961,0.0197984,0.0195775,0.0238999,0.024723,0.0211871,0.0206159,0.0239272
0.0271646,0.0423326,0.0405955,0.0256875,0.0309239,0.0260181,0.0163693,0.0228751,0.0258623,0.0183649,0.0181054,0.0195551
0.0242085,0.029429,0.0268672,0.0302598,0.0316961,0.0197902,0.0195987,0.0185243,0.0155136,0.0155346,0.0161383,0.0163786
0.0204103,0.0262785,0.0169451,0.0168398,0.0316251,0.0274671,0.0205824,0.0260165,0.0175297,0.0213303,0.0158285,0.0211856
0.035673,0.0203181,0.0194323,0.0169823,0.0220851,0.0236412,0.0288593,0.0297036,0.0261325,0.0261854,0.0271645,0.0203983
0.0423956,0.0291379,0.0307367,0.0239366,0.0205774,0.0237994,0.0222389,0.0145974,0.012249,0.0116832,0.0230326,0.0184448
0.048867,0.0427275,0.0215355,0.0267844,0.024759,0.0229308,0.0262012,0.0249446,0.0228,0.0218969,0.0159844,0.0232706
0.0311301,0.0418848,0.0328307,0.0288842,0.0286653,0.0226094,0.0152952,0.0227176,0.0164087,0.0183555,0.0209326,0.0228752
0.0172236,0.039798,0.0400035,0.0254577,0.0315674,0.0336117,0.0329094,0.0222738,0.0108897,0.0187062,0.0164288,0.0188455
0.0322004,0.0385659,0.0340052,0.0251146,0.0287733,0.0256828,0.0337397,0.0224687,0.0146,0.01937,0.0200374,0.0177311
0.0424059,0.0263476,0.0153903,0.0264298,0.0186261,0.0106136,0.0184633,0.0242843,0.0175745,0.0113962,0.0141592,0.0190816
0.0335245,0.0261758,0.0162579,0.0212165,0.0191744,0.0153809,0.0121868,0.0138823,0.0228659,0.0231714,0.0135544,0.0231641
0.0181955,0.0188536,0.0140858,0.021332,0.0207035,0.0174319,0.0117458,0.015171,0.0315553,0.0245728,0.0288832,0.0200317
0.0360754,0.0308927,0.0206299,0.016196,0.0203932,0.0193781,0.0188592,0.0263674,0.0273119,0.0223424,0.02777,0.023931
0.041684,0.0372929,0.0273409,0.0208352,0.0207437,0.024348,0.029007,0.0345511,0.0238076,0.0163599,0.0136055,0.0142564
0.0245923,0.0168257,0.0229941,0.0395816,0.0353532,0.0190214,0.0187402,0.0271476,0.0247336,0.0182684,0.0144091,0.0115969
0.0203807,0.0135885,0.0143265,0.030273,0.0295204,0.0196236,0.0187671,0.0135802,0.0127558,0.00802519,0.0124626,0.0127635
0.0212102,0.0142141,0.014605,0.0151027,0.0238094,0.0191898,0.0198606,0.0123612,0.0169907,0.0145383,0.0142212,0.0179254
0.022089,0.0230459,0.0172202,0.0149859,0.02407,0.0272855,0.0276297,0.0269023,0.0215223,0.0185533,0.0135743,0.0203911
0.0171308,0.0141528,0.017397,0.0141939,0.0260456,0.0241786,0.0283242,0.0225729,0.0158824,0.0219074,0.016575,0.0131029
0.0161493,0.0156086,0.0188182,0.0159661,0.0221522,0.0269128,0.028587,0.0211158,0.0142895,0.0159967,0.0132923,0.0161365
0.0170031,0.0210458,0.0179723,0.0188128,0.0199632,0.0216757,0.0243035,0.0135473,0.014848,0.0116501,0.00887851,0.0128484
0.021092,0.0252149,0.0130889,0.0147755,0.0113493,0.00906209,0.0164322,0.017243,0.0152874,0.0139115,0.00388698,0.0106711
0.0294284,0.0347747,0.0200484,0.014352,0.0195531,0.0221916,0.0185591,0.0118144,0.0124406,0.0136444,0.0108545,0.00827103
0.0274396,0.0386262,0.0250567,0.0150206,0.0209,0.0241796,0.0211796,0.0147493,0.0106521,0.0113739,0.00756123,0.011346
0.0152542,0.034015,0.0271001,0.0180373,0.0174386,0.0201157,0.00746265,0.0144799,0.0122088,0.00940912,0.00856505,0.0128037
0.02861,0.0358523,0.0194656,0.0230395,0.0299098,0.0257111,0.0104931,0.00994963,0.0131301,0.0151986,0.0114424,0.00766962
0.0258646,0.0400401,0.0253879,0.0245612,0.0257218,0.0267426,0.0212848,0.0154133,0.0107086,0.00926961,0.00946927,0.00891562
0.0172672,0.0421044,0.042781,0.0185809,0.0180313,0.0218421,0.0151444,0.0105881,0.00936015,0.00907169,0.0131138,0.0114684
0.0262476,0.044849,0.0367592,0.0165244,0.0122667,0.0129786,0.00913308,0.0121377,0.014617,0.0127736,0.0126781,0.0111364
0.0200996,0.0298972,0.0264865,0.0118341,0.0115209,0.0185645,0.0159326,0.0114723,0.0107843,0.00954188,0.00837916,0.0130137
0.00919958,0.0227421,0.0245212,0.0141961,0.0176038,0.0232236,0.017816,0.0123008,0.00712284,0.00940022,0.0120015,0.0125961
0.0170199,0.0252104,0.0174094,0.00818148,0.0178065,0.0168748,0.0160999,0.00965762,0.0108089,0.0122185,0.0147985,0.0145562
0.0249742,0.0231062,0.0177682,0.0189054,0.0188451,0.0150207,0.0124988,0.0119832,0.0116882,0.0109016,0.013786,0.0169961
0.0250532,0.0202732,0.018068,0.0157643,0.00864091,0.0169535,0.012846,0.011331,0.0130606,0.0112665,0.0133585,0.0136395
0.0223422,0.0238549,0.0214164,0.016286,0.019387,0.0158425,0.0137188,0.0133399,0.0139801,0.0118965,0.0122713,0.0154919
0.0197168,0.0174389,0.0178864,0.0102148,0.015513,0.0131311,0.00881071,0.0146455,0.0199851,0.0140688,0.0141533,0.0218053
0.0110397,0.0125051,0.0209118,0.0195127,0.0173059,0.0100705,0.0143813,0.0170881,0.0150541,0.0156074,0.0107893,0.0091009
0.012419,0.011589,0.0184331,0.0178914,0.0129332,0.0119936,0.0225681,0.0227925,0.0134178,0.00763878,0.0119117,0.0178933
0.0207749,0.022502,0.0210195,0.011076,0.0105917,0.00907516,0.0186869,0.0155624,0.011475,0.00980125,0.0136402,0.0239743
0.0203933,0.0171066,0.0108378,0.0108725,0.0110313,0.0102457,0.0129558,0.0120187,0.0170161,0.0152986,0.0187599,0.0217783
0.0177337,0.0190755,0.0143383,0.0158129,0.0218658,0.0256203,0.025005,0.0152865,0.0122353,0.0078622,0.0140839,0.0151121
0.00710671,0.01588,0.016886,0.0117819,0.0117042,0.0173365,0.021129,0.0150339,0.0134906,0.0131056,0.009324,0.00936806
0.0162672,0.00899514,0.0117386,0.0177681,0.013833,0.00823432,0.0140149,0.0227126,0.0197258,0.0110734,0.0155489,0.0127261
0.0234998,0.0188441,0.0188831,0.0180062,0.0119963,0.0117421,0.0155181,0.0178628,0.0243945,0.0224759,0.0140937,0.0149691
0.0216825,0.0244331,0.0204665,0.0185275,0.0117453,0.00838706,0.0173816,0.0180083,0.0134041,0.0096123,0.0145266,0.0206869
0.0140611,0.0236017,0.0251707,0.0245762,0.0150527,0.0144624,0.0130118,0.016769,0.0175166,0.0139069,0.009871,0.00710934
0.0137299,0.0190711,0.0181771,0.0251323,0.019132,0.019519,0.0179191,0.0112042,0.0196642,0.0179126,0.00896086,0.010404
0.0127104,0.0202621,0.021698,0.0184215,0.014374,0.013549,0.0144569,0.0199477,0.0118231,0.01088,0.0199533,0.0182531
0.0196563,0.022145,0.018634,0.0231086,0.0218035,0.0164014,0.0195628,0.0312907,0.0259119,0.0165776,0.0144086,0.0190887
0.012716,0.0129443,0.0192563,0.0223152,0.0132708,0.00863922,0.0157693,0.0214254,0.0199416,0.0272382,0.0299181,0.0251
0.0191784,0.0124692,0.0144737,0.0149963,0.0169207,0.0128773,0.0147579,0.0218416,0.0211532,0.0148696,0.0140176,0.0219106
0.0174441,0.0112936,0.0107681,0.015212,0.0174815,0.0151745,0.0185474,0.0232198,0.0239312,0.0175134,0.0171212,0.0201242
0.0163541,0.0171134,0.0186785,0.0189944,0.0200929,0.00951691,0.0126827,0.0167136,0.0155036,0.0212648,0.0174552,0.0215564
0.0176367,0.0198076,0.012755,0.0242536,0.0234017,0.0202915,0.0251002,0.0295787,0.026621,0.0257309,0.0168,0.0162445
